remoteip,date3,time,date,requests,req_protocol,req_method,status,Response_time,bytes_sent,referal,user_agent,virtual_host,serveid,error_level,error_message
localhost2,17-01-2013,12:27:33,'2013-01-17 12:27:33',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,200,309,200,www.timesofindia.com,Mozilla/5.0,virtualhost2,server1,,
localhost3,17-01-2013,12:39:33,'2013-01-17 12:39:33',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,304,464,6653,www.timesofindia.com,Crome,virtualhost2,server1,,
localhost3,17-01-2013,12:45:33,'2013-01-17 12:45:33',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,414,6723,283,www.flipkart.com,Opera/9.80,virtualhost1,server1,error,Request URI Too Long: /var/www/testphp.php
localhost4,17-01-2013,12:51:33,'2013-01-17 12:51:33',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,200,692,200,www.flipkart.com,Opera/9.80,virtualhost1,server1,,
localhost4,17-01-2013,12:57:33,'2013-01-17 12:57:33',\GET /server-status?auto HTTP/,HTTP/1.0,GET,200,226,627,www.flipkart.com,Opera/9.80,virtualhost1,server1,,
localhost4,17-01-2013,13:03:33,'2013-01-17 13:03:33',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,400,269,6654,www.ebay.com,Opera/9.80,virtualhost2,server1,error,Bad Request
localhost5,17-01-2013,13:09:33,'2013-01-17 13:09:33',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,200,13273,283,www.ebay.com,Mozilla/5.0,virtualhost2,server1,,
localhost5,17-01-2013,13:15:33,'2013-01-17 13:15:33',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,200,289,200,www.ebay.com,Crome,virtualhost2,server1,,
localhost5,17-01-2013,13:21:33,'2013-01-17 13:21:33',\GET /server-status?auto HTTP/,HTTP/1.0,GET,304,681,627,www.amazon.com,Crome,virtualhost2,server1,,
localhost2,17-01-2013,13:27:33,'2013-01-17 13:27:33',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,401,985,6654,www.amazon.com,Opera/9.80,virtualhost2,server1,error,Authorization Required: /var/www/favcon.php
localhost4,17-01-2013,13:33:33,'2013-01-17 13:33:33',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,200,5565,283,www.amazon.com,Opera/9.80,virtualhost2,server1,,
localhost1,17-01-2013,13:39:33,'2013-01-17 13:39:33',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,200,755,200,www.4shared.com,Opera/9.80,virtualhost1,server1,,
localhost1,17-01-2013,13:45:33,'2013-01-17 13:45:33',\GET /server-status?auto HTTP/,HTTP/1.0,GET,200,185,627,www.facebook.com,Opera/9.80,virtualhost1,server1,,
localhost1,17-01-2013,13:51:33,'2013-01-17 13:51:33',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,408,340,6651,www.facebook.com,Opera/9.80,virtualhost2,server1,error,Request Timed Out: /var/www/testing.php
localhost1,17-01-2013,14:03:33,'2013-01-17 14:03:33',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,404,756,200,www.facebook.com,IE8,virtualhost1,server1,error,File does not exist: /var/www/favicon.php
localhost2,17-01-2013,14:09:33,'2013-01-17 14:09:33',\GET /server-status?auto HTTP/,HTTP/1.0,GET,200,258,625,www.google.com,IE8,virtualhost1,server1,,
localhost2,17-01-2013,14:15:33,'2013-01-17 14:15:33',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,403,363,6659,www.google.com,IE8,virtualhost1,server1,error,client denied by server configuration: /var/www/fa
localhost2,17-01-2013,14:21:33,'2013-01-17 14:21:33',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,304,255,200,www.google.com,Opera/9.80,virtualhost1,server1,,
localhost2,17-01-2013,14:27:33,'2013-01-17 14:27:33',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,414,6015,283,www.yahoo.com,Opera/9.80,virtualhost2,server1,error,Request URI Too Long: /var/www/testphp.php
localhost3,17-01-2013,14:33:33,'2013-01-17 14:33:33',\GET /server-status?auto HTTP/,HTTP/1.0,GET,400,217,627,www.yahoo.com,Opera/9.80,virtualhost2,server1,error,Bad Request
localhost4,17-01-2013,14:39:33,'2013-01-17 14:39:33',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,200,334,6653,www.yahoo.com,Opera/9.80,virtualhost1,server1,,
localhost5,17-01-2013,14:45:33,'2013-01-17 14:45:33',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,200,4718,283,www.timesofindia.com,Opera/9.80,virtualhost1,server1,,
localhost2,17-01-2013,14:51:33,'2013-01-17 14:51:33',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,304,228,200,www.timesofindia.com,Mozilla/5.0,virtualhost1,server1,,
localhost4,17-01-2013,14:57:33,'2013-01-17 14:57:33',\GET /server-status?auto HTTP/,HTTP/1.0,GET,401,188,627,www.timesofindia.com,Mozilla/5.0,virtualhost1,server1,error,Authorization Required: /var/www/favcon.php
localhost2,17-01-2013,15:03:33,'2013-01-17 15:03:33',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,200,337,6653,www.flipkart.com,Mozilla/5.0,virtualhost1,server1,,
localhost2,17-01-2013,15:09:33,'2013-01-17 15:09:33',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,200,4248,283,www.flipkart.com,Mozilla/5.0,virtualhost1,server1,,
localhost3,17-01-2013,15:21:33,'2013-01-17 15:21:33',\GET /server-status?auto HTTP/,HTTP/1.0,GET,200,226,627,www.ebay.com,Crome,virtualhost2,server1,,
localhost3,17-01-2013,15:27:33,'2013-01-17 15:27:33',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,408,1095,6652,www.ebay.com,Crome,virtualhost2,server1,error,Request Timed Out: /var/www/testing.php
localhost3,17-01-2013,15:33:33,'2013-01-17 15:33:33',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,304,20007,283,www.ebay.com,IE8,virtualhost2,server1,,
localhost4,17-01-2013,15:39:33,'2013-01-17 15:39:33',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,200,595,200,www.amazon.com,IE8,virtualhost2,server1,,
localhost4,17-01-2013,15:45:33,'2013-01-17 15:45:33',\GET /server-status?auto HTTP/,HTTP/1.0,GET,404,666,627,www.amazon.com,IE8,virtualhost2,server1,error,File does not exist: /var/www/favicon.php
localhost4,17-01-2013,15:57:33,'2013-01-17 15:57:33',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,200,6315,283,www.4shared.com,Opera/9.80,virtualhost2,server1,,
localhost5,17-01-2013,16:03:33,'2013-01-17 16:03:33',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,200,236,200,www.4shared.com,Mozilla/5.0,virtualhost1,server1,,
localhost5,17-01-2013,16:09:33,'2013-01-17 16:09:33',\GET /server-status?auto HTTP/,HTTP/1.0,GET,200,239,627,www.4shared.com,Mozilla/5.0,virtualhost1,server1,,
localhost5,17-01-2013,16:15:33,'2013-01-17 16:15:33',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,200,341,6651,www.facebook.com,Crome,virtualhost1,server1,,
localhost5,17-01-2013,16:21:33,'2013-01-17 16:21:33',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,403,3992,283,www.google.com,Crome,virtualhost1,server1,error,client denied by server configuration: /var/www/fa
localhost2,17-01-2013,16:27:33,'2013-01-17 16:27:33',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,200,258,200,www.yahoo.com,Crome,virtualhost1,server1,,
localhost4,17-01-2013,16:33:33,'2013-01-17 16:33:33',\GET /server-status?auto HTTP/,HTTP/1.0,GET,200,211,627,www.yahoo.com,Mozilla/5.0,virtualhost1,server1,,
localhost2,17-01-2013,16:39:33,'2013-01-17 16:39:33',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,304,356,6651,www.yahoo.com,Mozilla/5.0,virtualhost2,server1,,
localhost2,17-01-2013,16:45:33,'2013-01-17 16:45:33',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,414,4331,283,www.yahoo.com,Mozilla/5.0,virtualhost2,server1,error,Request URI Too Long: /var/www/testphp.php
localhost2,17-01-2013,16:51:33,'2013-01-17 16:51:33',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,200,253,200,www.timesofindia.com,Crome,virtualhost1,server1,,
localhost2,17-01-2013,16:57:33,'2013-01-17 16:57:33',\GET /server-status?auto HTTP/,HTTP/1.0,GET,200,255,625,www.timesofindia.com,Crome,virtualhost1,server1,,
localhost2,17-01-2013,17:03:33,'2013-01-17 17:03:33',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,400,269,6658,www.timesofindia.com,Crome,virtualhost2,server1,error,Bad Request
localhost3,17-01-2013,17:09:33,'2013-01-17 17:09:33',\GET /server-status?auto HTTP/,HTTP/1.0,GET,200,190,626,www.timesofindia.com,Crome,virtualhost2,server1,,
localhost3,17-01-2013,17:15:33,'2013-01-17 17:15:33',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,200,302,6669,www.flipkart.com,IE8,virtualhost2,server1,,
localhost4,17-01-2013,17:21:33,'2013-01-17 17:21:33',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,304,6697,283,www.flipkart.com,IE8,virtualhost2,server1,,
localhost5,17-01-2013,17:33:33,'2013-01-17 17:33:33',\GET /server-status?auto HTTP/,HTTP/1.0,GET,200,688,627,www.flipkart.com,IE8,virtualhost1,server1,,
localhost5,17-01-2013,17:39:33,'2013-01-17 17:39:33',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,408,277,6657,www.ebay.com,Opera/9.80,virtualhost1,server1,error,Request Timed Out: /var/www/testing.php
localhost2,17-01-2013,17:45:33,'2013-01-17 17:45:33',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,304,4523,283,www.ebay.com,Opera/9.80,virtualhost2,server1,,
localhost4,17-01-2013,17:51:33,'2013-01-17 17:51:33',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,200,350,200,www.ebay.com,Opera/9.80,virtualhost2,server1,,
localhost1,17-01-2013,17:57:33,'2013-01-17 17:57:33',\GET /server-status?auto HTTP/,HTTP/1.0,GET,200,296,625,www.ebay.com,Opera/9.80,virtualhost2,server1,,
localhost2,17-01-2013,18:09:33,'2013-01-17 18:09:33',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,200,5612,283,www.amazon.com,Mozilla/5.0,virtualhost1,server1,,
localhost3,17-01-2013,18:15:33,'2013-01-17 18:15:33',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,403,310,200,www.amazon.com,Mozilla/5.0,virtualhost1,server1,error,client denied by server configuration: /var/www/fa
localhost3,17-01-2013,18:21:33,'2013-01-17 18:21:33',\GET /server-status?auto HTTP/,HTTP/1.0,GET,200,691,627,www.amazon.com,Mozilla/5.0,virtualhost1,server1,,
localhost3,17-01-2013,18:27:33,'2013-01-17 18:27:33',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,200,820,6657,www.4shared.com,Crome,virtualhost1,server1,,
localhost3,17-01-2013,18:33:33,'2013-01-17 18:33:33',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,200,5862,283,www.4shared.com,IE8,virtualhost2,server1,,
localhost4,17-01-2013,18:39:33,'2013-01-17 18:39:33',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,200,6197,283,www.4shared.com,IE8,virtualhost2,server1,,
localhost4,17-01-2013,18:45:33,'2013-01-17 18:45:33',\GET /server-status?auto HTTP/,HTTP/1.0,GET,200,635,624,www.4shared.com,IE8,virtualhost2,server1,,
localhost4,17-01-2013,18:51:33,'2013-01-17 18:51:33',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,304,305,6665,www.facebook.com,IE8,virtualhost2,server1,,
localhost4,17-01-2013,18:57:33,'2013-01-17 18:57:33',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,414,4129,283,www.facebook.com,IE8,virtualhost2,server1,error,Request URI Too Long: /var/www/testphp.php
localhost5,17-01-2013,19:03:33,'2013-01-17 19:03:33',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,200,416,200,www.facebook.com,Opera/9.80,virtualhost2,server1,,
localhost5,17-01-2013,19:09:33,'2013-01-17 19:09:33',\GET /server-status?auto HTTP/,HTTP/1.0,GET,200,272,627,www.facebook.com,Opera/9.80,virtualhost1,server1,,
localhost5,17-01-2013,19:15:33,'2013-01-17 19:15:33',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,200,521,6657,www.facebook.com,Opera/9.80,virtualhost1,server1,,
localhost5,17-01-2013,19:21:33,'2013-01-17 19:21:33',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,200,5462,283,www.google.com,Opera/9.80,virtualhost2,server1,,
localhost2,17-01-2013,19:27:33,'2013-01-17 19:27:33',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,200,389,200,www.google.com,Mozilla/5.0,virtualhost2,server1,,
localhost1,17-01-2013,19:39:33,'2013-01-17 19:39:33',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,200,289,6657,www.google.com,IE8,virtualhost2,server1,,
localhost1,17-01-2013,19:45:33,'2013-01-17 19:45:33',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,304,4717,283,www.yahoo.com,IE8,virtualhost2,server1,,
localhost1,17-01-2013,19:51:33,'2013-01-17 19:51:33',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,401,308,200,www.yahoo.com,Opera/9.80,virtualhost2,server1,error,Authorization Required: /var/www/favcon.php
localhost1,17-01-2013,19:57:33,'2013-01-17 19:57:33',\GET /server-status?auto HTTP/,HTTP/1.0,GET,200,251,627,www.timesofindia.com,Opera/9.80,virtualhost1,server1,,
localhost1,17-01-2013,20:03:33,'2013-01-17 20:03:33',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,200,278,6657,www.timesofindia.com,Opera/9.80,virtualhost1,server1,,
localhost3,17-01-2013,20:09:33,'2013-01-17 20:09:33',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,200,14300,283,www.flipkart.com,Mozilla/5.0,virtualhost1,server1,,
localhost3,17-01-2013,20:15:33,'2013-01-17 20:15:33',\GET /server-status?auto HTTP/,HTTP/1.0,GET,408,275,627,www.flipkart.com,Mozilla/5.0,virtualhost1,server1,error,Request Timed Out: /var/www/testing.php
localhost3,17-01-2013,20:21:33,'2013-01-17 20:21:33',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,304,316,6666,www.ebay.com,Mozilla/5.0,virtualhost1,server1,,
localhost4,17-01-2013,20:33:33,'2013-01-17 20:33:33',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,200,640,200,www.amazon.com,Crome,virtualhost2,server1,,
localhost4,17-01-2013,20:39:33,'2013-01-17 20:39:33',\GET /server-status?auto HTTP/,HTTP/1.0,GET,200,655,627,www.amazon.com,Crome,virtualhost1,server1,,
localhost4,17-01-2013,20:45:33,'2013-01-17 20:45:33',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,200,971,6657,www.4shared.com,Crome,virtualhost1,server1,,
localhost4,17-01-2013,20:51:33,'2013-01-17 20:51:33',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,200,15804,283,www.facebook.com,Crome,virtualhost1,server1,,
localhost5,17-01-2013,20:57:33,'2013-01-17 20:57:33',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,200,344,200,www.facebook.com,Opera/9.80,virtualhost2,server1,,
localhost5,17-01-2013,21:09:33,'2013-01-17 21:09:33',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,200,797,6658,www.google.com,Opera/9.80,virtualhost2,server1,,
localhost5,17-01-2013,21:15:33,'2013-01-17 21:15:33',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,304,31316,283,www.yahoo.com,Mozilla/5.0,virtualhost1,server1,,
localhost2,17-01-2013,21:21:33,'2013-01-17 21:21:33',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,414,946,200,www.yahoo.com,Mozilla/5.0,virtualhost2,server1,error,Request URI Too Long: /var/www/testphp.php
localhost4,17-01-2013,21:27:33,'2013-01-17 21:27:33',\GET /server-status?auto HTTP/,HTTP/1.0,GET,200,712,627,www.timesofindia.com,Mozilla/5.0,virtualhost1,server1,,
localhost1,17-01-2013,21:33:33,'2013-01-17 21:33:33',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,400,273,6659,www.timesofindia.com,Mozilla/5.0,virtualhost1,server1,error,Bad Request
localhost2,17-01-2013,21:39:33,'2013-01-17 21:39:33',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,200,16575,283,www.flipkart.com,Crome,virtualhost1,server1,,
localhost2,17-01-2013,21:45:33,'2013-01-17 21:45:33',\GET /server-status?auto HTTP/,HTTP/1.0,GET,200,687,627,www.flipkart.com,IE8,virtualhost1,server1,,
localhost2,17-01-2013,21:51:33,'2013-01-17 21:51:33',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,200,287,6668,www.ebay.com,Opera/9.80,virtualhost2,server1,,
localhost4,17-01-2013,22:03:33,'2013-01-17 22:03:33',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,401,270,200,www.amazon.com,Mozilla/5.0,virtualhost2,server1,error,Authorization Required: /var/www/favcon.php
localhost1,17-01-2013,22:09:33,'2013-01-17 22:09:33',\GET /server-status?auto HTTP/,HTTP/1.0,GET,200,210,627,www.amazon.com,Mozilla/5.0,virtualhost2,server1,,
localhost1,17-01-2013,22:15:33,'2013-01-17 22:15:33',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,200,305,6658,www.yahoo.com,Mozilla/5.0,virtualhost2,server1,,
localhost2,17-01-2013,22:21:33,'2013-01-17 22:21:33',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,200,15143,283,www.yahoo.com,Crome,virtualhost1,server1,,
localhost3,17-01-2013,22:27:33,'2013-01-17 22:27:33',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,200,308,200,www.yahoo.com,Crome,virtualhost1,server1,,
localhost4,17-01-2013,22:33:33,'2013-01-17 22:33:33',\GET /server-status?auto HTTP/,HTTP/1.0,GET,408,687,626,www.timesofindia.com,Crome,virtualhost1,server1,error,Request Timed Out: /var/www/testing.php
localhost5,17-01-2013,22:39:33,'2013-01-17 22:39:33',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,304,299,6659,www.timesofindia.com,Crome,virtualhost1,server1,,
localhost2,17-01-2013,22:45:33,'2013-01-17 22:45:33',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,200,6092,283,www.timesofindia.com,Opera/9.80,virtualhost2,server1,,
localhost4,17-01-2013,22:51:33,'2013-01-17 22:51:33',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,404,710,200,www.flipkart.com,Opera/9.80,virtualhost2,server1,error,File does not exist: /var/www/favicon.php
localhost1,17-01-2013,22:57:33,'2013-01-17 22:57:33',\GET /server-status?auto HTTP/,HTTP/1.0,GET,200,501,627,www.flipkart.com,Opera/9.80,virtualhost2,server1,,
localhost1,17-01-2013,23:03:33,'2013-01-17 23:03:33',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,200,256,6658,www.flipkart.com,Mozilla/5.0,virtualhost2,server1,,
localhost1,17-01-2013,23:09:33,'2013-01-17 23:09:33',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,200,420,200,www.ebay.com,Mozilla/5.0,virtualhost2,server1,,
localhost1,17-01-2013,23:15:33,'2013-01-17 23:15:33',\GET /server-status?auto HTTP/,HTTP/1.0,GET,200,680,627,www.ebay.com,Mozilla/5.0,virtualhost2,server1,,
localhost1,17-01-2013,23:21:33,'2013-01-17 23:21:33',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,403,271,6666,www.ebay.com,Mozilla/5.0,virtualhost1,server1,error,client denied by server configuration: /var/www/fa
localhost2,17-01-2013,23:33:33,'2013-01-17 23:33:33',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,304,781,200,www.amazon.com,Crome,virtualhost2,server1,,
localhost2,17-01-2013,23:39:33,'2013-01-17 23:39:33',\GET /server-status?auto HTTP/,HTTP/1.0,GET,414,252,626,www.amazon.com,IE8,virtualhost2,server1,error,Request URI Too Long: /var/www/testphp.php
localhost2,17-01-2013,23:45:33,'2013-01-17 23:45:33',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,200,694,6655,www.4shared.com,IE8,virtualhost2,server1,,
localhost3,17-01-2013,23:51:33,'2013-01-17 23:51:33',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,400,10064,283,www.facebook.com,IE8,virtualhost2,server1,error,Bad Request
localhost3,17-01-2013,23:57:33,'2013-01-17 23:57:33',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,304,543,200,www.facebook.com,Opera/9.80,virtualhost2,server1,,
localhost4,18-01-2013,00:03:33,'2013-01-18 00:03:33',\GET /server-status?auto HTTP/,HTTP/1.0,GET,401,665,626,www.facebook.com,Opera/9.80,virtualhost1,server1,error,Authorization Required: /var/www/favcon.php
localhost4,18-01-2013,00:09:33,'2013-01-18 00:09:33',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,408,335,6657,www.facebook.com,Opera/9.80,virtualhost1,server1,error,Request Timed Out: /var/www/testing.php
localhost5,18-01-2013,00:21:33,'2013-01-18 00:21:33',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,200,245,200,www.google.com,Crome,virtualhost2,server1,,
localhost2,18-01-2013,00:27:33,'2013-01-18 00:27:33',\GET /server-status?auto HTTP/,HTTP/1.0,GET,200,209,627,www.google.com,IE8,virtualhost1,server1,,
localhost4,18-01-2013,00:33:33,'2013-01-18 00:33:33',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,200,285,6656,www.google.com,IE8,virtualhost1,server1,,
localhost1,18-01-2013,00:39:33,'2013-01-18 00:39:33',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,404,5186,283,www.google.com,Mozilla/5.0,virtualhost1,server1,error,File does not exist: /var/www/favicon.php
localhost2,18-01-2013,00:45:33,'2013-01-18 00:45:33',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,200,255,200,www.google.com,Mozilla/5.0,virtualhost2,server1,,
localhost2,18-01-2013,00:51:33,'2013-01-18 00:51:33',\GET /server-status?auto HTTP/,HTTP/1.0,GET,200,495,627,www.yahoo.com,Crome,virtualhost2,server1,,
localhost3,18-01-2013,00:57:33,'2013-01-18 00:57:33',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,200,893,6665,www.yahoo.com,Crome,virtualhost2,server1,,
localhost4,18-01-2013,01:03:33,'2013-01-18 01:03:33',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,200,6594,283,www.yahoo.com,Opera/9.80,virtualhost2,server1,,
localhost2,18-01-2013,01:15:33,'2013-01-18 01:15:33',\GET /server-status?auto HTTP/,HTTP/1.0,GET,304,693,627,www.yahoo.com,Opera/9.80,virtualhost2,server1,,
localhost4,18-01-2013,01:21:33,'2013-01-18 01:21:33',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,414,282,6656,www.timesofindia.com,Opera/9.80,virtualhost1,server1,error,Request URI Too Long: /var/www/testphp.php
localhost1,18-01-2013,01:27:33,'2013-01-18 01:27:33',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,400,17192,283,www.timesofindia.com,Crome,virtualhost2,server1,error,Bad Request
localhost1,18-01-2013,01:33:33,'2013-01-18 01:33:33',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,200,774,200,www.timesofindia.com,Crome,virtualhost2,server1,,
localhost1,18-01-2013,01:39:33,'2013-01-18 01:39:33',\GET /server-status?auto HTTP/,HTTP/1.0,GET,200,208,627,www.timesofindia.com,Crome,virtualhost2,server1,,
localhost2,18-01-2013,01:45:33,'2013-01-18 01:45:33',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,200,268,6657,www.timesofindia.com,IE8,virtualhost1,server1,,
localhost2,18-01-2013,01:51:33,'2013-01-18 01:51:33',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,200,3934,283,www.flipkart.com,IE8,virtualhost1,server1,,
localhost2,18-01-2013,01:57:33,'2013-01-18 01:57:33',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,200,240,200,www.flipkart.com,IE8,virtualhost1,server1,,
localhost2,18-01-2013,02:03:33,'2013-01-18 02:03:33',\GET /server-status?auto HTTP/,HTTP/1.0,GET,304,200,627,www.flipkart.com,IE8,virtualhost1,server1,,
localhost2,18-01-2013,02:09:33,'2013-01-18 02:09:33',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,401,263,6655,www.flipkart.com,Mozilla/5.0,virtualhost2,server1,error,Authorization Required: /var/www/favcon.php
localhost3,18-01-2013,02:15:33,'2013-01-18 02:15:33',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,408,5703,283,www.flipkart.com,Crome,virtualhost2,server1,error,Request Timed Out: /var/www/testing.php
localhost3,18-01-2013,02:21:33,'2013-01-18 02:21:33',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,304,6308,283,www.ebay.com,Crome,virtualhost2,server1,,
localhost3,18-01-2013,02:27:33,'2013-01-18 02:27:33',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,200,231,200,www.ebay.com,Crome,virtualhost2,server1,,
localhost3,18-01-2013,02:33:33,'2013-01-18 02:33:33',\GET /server-status?auto HTTP/,HTTP/1.0,GET,200,374,627,www.ebay.com,Crome,virtualhost2,server1,,
localhost3,18-01-2013,02:39:33,'2013-01-18 02:39:33',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,200,278,6663,www.ebay.com,Crome,virtualhost1,server1,,
localhost4,18-01-2013,02:51:33,'2013-01-18 02:51:33',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,403,237,200,www.amazon.com,IE8,virtualhost1,server1,error,client denied by server configuration: /var/www/fa
localhost4,18-01-2013,02:57:33,'2013-01-18 02:57:33',\GET /server-status?auto HTTP/,HTTP/1.0,GET,200,243,625,www.amazon.com,Opera/9.80,virtualhost2,server1,,
localhost4,18-01-2013,03:03:33,'2013-01-18 03:03:33',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,200,360,6654,www.amazon.com,Opera/9.80,virtualhost2,server1,,
localhost4,18-01-2013,03:09:33,'2013-01-18 03:09:33',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,304,4345,283,www.amazon.com,Mozilla/5.0,virtualhost2,server1,,
localhost5,18-01-2013,03:15:33,'2013-01-18 03:15:33',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,414,251,200,www.amazon.com,Mozilla/5.0,virtualhost1,server1,error,Request URI Too Long: /var/www/testphp.php
localhost5,18-01-2013,03:21:33,'2013-01-18 03:21:33',\GET /server-status?auto HTTP/,HTTP/1.0,GET,200,220,626,www.4shared.com,Mozilla/5.0,virtualhost1,server1,,
localhost5,18-01-2013,03:27:33,'2013-01-18 03:27:33',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,200,266,6648,www.4shared.com,Mozilla/5.0,virtualhost1,server1,,
localhost5,18-01-2013,03:33:33,'2013-01-18 03:33:33',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,400,4433,283,www.4shared.com,Mozilla/5.0,virtualhost1,server1,error,Bad Request
localhost5,18-01-2013,03:39:33,'2013-01-18 03:39:33',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,200,238,200,www.4shared.com,IE8,virtualhost1,server1,,
localhost2,18-01-2013,03:45:33,'2013-01-18 03:45:33',\GET /server-status?auto HTTP/,HTTP/1.0,GET,200,310,627,www.4shared.com,Crome,virtualhost2,server1,,
